Id,job,sector,Month_salary,13_salary,eventual_salary,indemnity,extra_salary,discount_salary,total_salary
5544,CABO P.M.,SPPREV,5068.800,0.000,0.000,0.000,0.000,0.000,3949.620
5545,OFICIAL ADMINISTRATIVO,DETRAN,3301.640,0.000,0.000,0.000,90.700,0.000,2863.560
5546,PROFESSOR EDUCACAO BASICA II,SPPREV,5929.630,0.000,0.000,0.000,0.000,0.000,4625.120
5547,COMPLEMENTACAO APOSENTADORIA,DAEE,1309.390,0.000,0.000,0.000,0.000,0.000,0.000
5548,PROFESSOR EDUCACAO BASICA I,EDUCACAO,530.630,0.000,0.000,0.000,25.530,0.000,342.850
5549,1SGT  PM,SPPREV,6475.450,0.000,0.000,0.000,0.000,0.000,4518.440
5550,OFICIAL OPERACIONAL,SPPREV,937.000,0.000,0.000,0.000,0.000,0.000,916.860
5551,AGENTE DE APOIO AGROPECUARIO,SPPREV,3425.860,0.000,0.000,0.000,0.000,0.000,3357.350
5552,OFICIAL ADMINISTRATIVO,SPPREV,3235.080,0.000,0.000,0.000,0.000,0.000,3138.880
5553,PROFESSOR EDUCACAO BASICA II,SPPREV,5179.160,0.000,0.000,0.000,0.000,0.000,4868.980
5554,PROFESSOR EDUCACAO BASICA II,SPPREV,3660.720,0.000,0.000,0.000,0.000,0.000,3466.040
5555,INVESTIGADOR POL.3A CLASSE,SPPREV,4917.710,0.000,0.000,0.000,0.000,0.000,3144.700
5556,PROFESSOR EDUCACAO BASICA II,SPPREV,3837.680,1918.840,0.000,0.000,0.000,0.000,2494.660
5557,PROFESSOR EDUCACAO BASICA II,EDUCACAO,1791.170,0.000,0.000,0.000,120.520,0.000,996.850
5558,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2149.410,0.000,0.000,0.000,159.830,0.000,1297.940
5559,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,3232.450,0.000,0.000,0.000,0.000,0.000,2102.430
5560,TECNICO DA FAZENDA ESTADUAL,SPPREV,3217.820,0.000,0.000,0.000,0.000,0.000,2963.650
5561,1TEN  PM,SPPREV,14841.140,7420.570,0.000,0.000,0.000,0.000,15270.490
5562,1SGT  PM,SPPREV,6712.150,0.000,0.000,0.000,0.000,0.000,4355.010
5563,STEN  PM,SPPREV,5964.910,2982.460,0.000,0.000,0.000,0.000,7381.790
5564,COMPLEM. DE APOSENTADORIA - CESP/CTEEP,ADM GERAL,5123.330,0.000,0.000,0.000,0.000,0.000,2481.560
5565,CABO P.M.,SPPREV,5068.790,0.000,0.000,0.000,0.000,0.000,4776.550
5566,COMPLEMENTACAO APOSENTADORIA - BANESPA,ADM GERAL,6690.990,0.000,0.000,0.000,0.000,0.000,3184.250
5567,PROFESSOR EDUCACAO BASICA II,SPPREV,2581.070,0.000,0.000,0.000,0.000,0.000,2461.820
5568,PROFESSOR EDUCACAO BASICA II,SPPREV,937.000,0.000,0.000,0.000,0.000,0.000,918.260
5569,PROFESSOR EDUCACAO BASICA II,SPPREV,3833.790,0.000,0.000,0.000,0.000,0.000,3695.270
5570,PROFESSOR EDUCACAO BASICA II,SPPREV,937.000,0.000,0.000,0.000,0.000,0.000,922.230
5571,DIRETOR DE ESCOLA,SPPREV,6567.930,0.000,0.000,0.000,0.000,0.000,4907.010
5572,ESCRIVAO POL.2A CLASSE,SSP,5052.090,0.000,0.000,0.000,0.000,0.000,3625.000
5573,COMPLEM. PENSAO - FEPASA,ADM GERAL,3486.700,0.000,0.000,0.000,0.000,0.000,2493.540
5574,COMPLEM. APOSENT. - FEPASA,ADM GERAL,1752.670,0.000,0.000,0.000,0.000,0.000,271.770
5575,MAJ   PM,SPPREV,18951.740,0.000,0.000,0.000,0.000,0.000,16072.080
5576,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2894.520,0.000,0.000,0.000,116.840,0.000,1712.990
5577,COMPLEM. PENSAO - FEPASA,ADM GERAL,2920.280,0.000,0.000,0.000,0.000,0.000,1726.810
5578,AUXILIAR SERV. GERAIS,DAEE,2169.590,0.000,0.000,0.000,0.000,0.000,1432.130
5579,STEN  PM,SPPREV,6951.160,3475.580,0.000,0.000,0.000,0.000,7161.530
5580,PROFESSOR EDUCACAO BASICA I,EDUCACAO,979.420,0.000,-65.080,0.000,56.730,0.000,486.170
5581,CARCEREIRO DE 1A CLASSE,SSP,5325.530,0.000,0.000,0.000,602.400,0.000,3039.340
5582,CABO  PM,PM,4910.980,0.000,0.000,0.000,401.120,0.000,2998.240
5583,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,6128.330,0.000,0.000,0.000,0.000,0.000,3498.800
5584,COMPLEMENTACAO APOSENTADORIA - BANESPA,ADM GERAL,2520.150,0.000,0.000,0.000,0.000,0.000,375.730
5585,IMPRESSOR I,IMESP,6637.380,0.000,0.000,0.000,0.000,0.000,3053.860
5586,PROFESSOR EDUCACAO BASICA I,EDUCACAO,2286.670,0.000,0.000,0.000,144.530,0.000,1718.290
5587,AUXILIAR SERV. GERAIS,SPPREV,2717.220,0.000,0.000,0.000,0.000,0.000,1831.540
5588,PROFESSOR EDUCACAO BASICA II,SPPREV,3854.780,0.000,0.000,0.000,0.000,0.000,3723.730
5589,AG.SEG.PENITENC.CLASSE IV,SPPREV,6223.100,0.000,0.000,0.000,0.000,0.000,4364.040
5590,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,1128.600,0.000,0.000,0.000,0.000,0.000,806.120
5591,1SGT  PM,SPPREV,6256.750,0.000,0.000,0.000,0.000,0.000,5662.090
5592,1SGT  PM,SPPREV,6256.750,0.000,0.000,0.000,0.000,0.000,5704.590
5593,INVESTIGADOR POL.CL.ESPECIAL,SPPREV,7320.660,0.000,0.000,0.000,0.000,0.000,5592.730
5594,INVESTIGADOR POL.2A CLASSE,SSP,6787.490,3393.740,0.000,0.000,120.000,0.000,8105.450
5595,ESPECIALISTA CONTABIL,SPPREV,6191.420,0.000,0.000,0.000,0.000,0.000,5150.180
5596,1TEN  PM,SPPREV,14073.090,0.000,0.000,0.000,0.000,0.000,8478.120
5597,SD 1C PM,PM,3754.810,0.000,0.000,0.000,651.820,0.000,2845.000
5598,1SGT  PM,SPPREV,6540.260,0.000,0.000,0.000,0.000,0.000,5237.100
5599,AG.TELECOM.POL.CL.ESPECIAL,SPPREV,7195.170,3597.590,0.000,0.000,0.000,0.000,7429.960
5600,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,1154.760,0.000,0.000,0.000,0.000,0.000,692.860
5601,2TEN  PM,SPPREV,11970.540,0.000,0.000,0.000,0.000,0.000,7058.050
5602,1SGT  PM,SPPREV,6453.990,0.000,0.000,0.000,0.000,0.000,4703.360
5603,1SGT  PM,SPPREV,6195.830,0.000,0.000,0.000,0.000,0.000,4097.630
5604,1SGT  PM,SPPREV,6038.030,0.000,0.000,0.000,0.000,0.000,5118.260
5605,PROFESSOR EDUCACAO BASICA II,SPPREV,2777.940,0.000,0.000,0.000,0.000,0.000,2683.500
5606,SD 10 CLASSE PM,SPPREV,4075.510,0.000,0.000,0.000,0.000,0.000,1362.680
5607,PROFESSOR EDUCACAO BASICA II,SPPREV,937.000,0.000,0.000,0.000,0.000,0.000,899.520
5608,PROFESSOR EDUCACAO BASICA II,SPPREV,3071.510,0.000,0.000,0.000,0.000,0.000,2965.680
5609,AUXILIAR SERV. GERAIS,SAA,3405.930,0.000,0.000,0.000,422.830,0.000,3251.130
5610,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2415.880,1207.930,0.000,0.000,159.040,0.000,1897.520
5611,COMPLEMENTACAO APOSENTADORIA - BANESPA,ADM GERAL,4227.060,0.000,0.000,0.000,0.000,0.000,1610.050
5612,1SGT  PM,SPPREV,5686.440,0.000,0.000,0.000,0.000,0.000,3505.530
5613,AUXILIAR SERV. GERAIS,SSP,2492.260,0.000,0.000,0.000,377.140,0.000,1692.710
5614,AUXILIAR SERV. GERAIS,MEIO AMBIE,3000.980,0.000,0.000,0.000,86.730,0.000,2144.910
5615,CHEFE I,PGE,3079.410,1539.690,0.000,2890.350,104.030,0.000,6796.030
5616,PROCURADOR DO ESTADO NIVEL III,SPPREV,35577.800,0.000,0.000,0.000,0.000,-5106.690,21925.840
5617,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,1004.850,0.000,0.000,0.000,0.000,0.000,713.820
5618,AG.SEG.PENITENC.CLASSE IV,SPPREV,5373.850,0.000,0.000,0.000,0.000,0.000,3330.610
5619,MEDICO III,SAUDE,4905.580,0.000,0.000,0.000,557.740,0.000,4439.220
5620,MEDICO I,SPPREV,4835.620,0.000,0.000,0.000,0.000,0.000,2725.960
5621,CABO  PM,PM,5713.220,1636.990,0.000,0.000,752.100,0.000,4678.010
5622,PROFESSOR EDUCACAO BASICA I,EDUCACAO,2514.280,0.000,0.000,0.000,0.000,0.000,2128.860
5623,AG.ESCOLTA E VIGILANCIA PENIT.,SAP,4656.180,776.020,0.000,0.000,0.000,0.000,3088.130
5624,AGENTE POLICIAL DE 3A CLASSE,SPPREV,3749.250,1874.630,0.000,0.000,0.000,0.000,4691.360
5625,AGENTE DE AP SOCIOEDUCAT I,FUND. CASA,708.810,3412.030,0.000,0.000,0.000,0.000,37.760
5626,3SGT  PM,SPPREV,5427.330,0.000,0.000,0.000,0.000,0.000,3056.130
5627,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2609.150,0.000,0.000,0.000,80.190,0.000,2413.240
5628,PROFESSOR EDUCACAO BASICA II,EDUCACAO,3884.270,0.000,0.000,0.000,25.340,0.000,3198.400
5629,AUXILIAR SERV. GERAIS,SPPREV,2103.130,0.000,0.000,0.000,0.000,0.000,1962.020
5630,AG.TELECOM.POL.CL.ESPECIAL,SPPREV,7499.990,0.000,0.000,0.000,0.000,0.000,6689.690
5631,1TEN  PM,SPPREV,14992.810,7496.410,0.000,0.000,0.000,0.000,17077.480
5632,CABO  PM,PM,6114.340,0.000,0.000,0.000,701.960,0.000,3950.690
5633,STEN  PM,SPPREV,6024.590,3012.300,0.000,0.000,0.000,0.000,8429.650
5634,OFICIAL OPERACIONAL,SPPREV,2492.420,0.000,0.000,0.000,0.000,0.000,2418.880
5635,PROCURADOR DE AUTARQUIA III,SPPREV,37000.910,0.000,0.000,0.000,0.000,-6529.800,13587.970
5636,AGENTE DE SANEAMENTO AMBIENTAL,SABESP,4878.710,0.000,35.010,0.000,0.000,0.000,2422.540
5637,AUXILIAR SERV. GERAIS,SAUDE,1776.640,0.000,0.000,0.000,0.000,0.000,1266.870
5638,AGENTE FISCAL DE RENDAS,SPPREV,35188.500,0.000,15235.460,0.000,0.000,-13557.450,24999.240
5639,PROFESSOR EDUCACAO BASICA II,SPPREV,3441.470,0.000,0.000,0.000,0.000,0.000,3357.650
5640,ASSIST.DIRETOR ESCOLA,SPPREV,4157.180,0.000,0.000,0.000,0.000,0.000,4023.350
5641,AG.SEG.PENITENC.CLASSE VII,SAP,6590.540,0.000,0.000,0.000,724.950,0.000,5446.200
5642,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,2339.790,1169.890,0.000,0.000,0.000,0.000,3509.680
5643,2SGT  PM,PM,7220.630,0.000,311.520,0.000,501.400,0.000,5373.390
5644,TECNICO DE APOIO AGROPECUARIO,SAA,4064.740,0.000,0.000,0.000,447.120,0.000,1879.520
5645,CARCEREIRO DE 1A CLASSE,SPPREV,5165.110,0.000,0.000,0.000,0.000,0.000,3039.390
5646,COMPLEMENTACAO APOSENTADORIA - BANESPA,ADM GERAL,5257.400,0.000,0.000,0.000,0.000,0.000,2552.130
5647,CABO P.M.,SPPREV,3160.340,0.000,0.000,0.000,0.000,0.000,1832.560
5648,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,1492.900,0.000,0.000,0.000,0.000,0.000,900.420
5649,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,1397.300,0.000,0.000,0.000,0.000,0.000,1397.300
5650,PROFESSOR EDUCACAO BASICA II,SPPREV,3160.710,0.000,0.000,0.000,0.000,0.000,2117.840
5651,AUXILIAR SERV. GERAIS,SPPREV,2191.520,0.000,0.000,0.000,0.000,0.000,2126.130
5652,AG.ESCOLTA E VIGILANCIA PENIT.,SAP,3184.730,1592.360,0.000,0.000,123.090,0.000,4094.820
5653,AGENTE FISCAL DE RENDAS,SPPREV,51493.310,0.000,17513.510,0.000,0.000,-29862.260,21932.260
5654,PROFESSOR EDUCACAO BASICA II,SPPREV,4050.780,2025.390,0.000,0.000,0.000,0.000,5920.240
5655,ESCRIVAO POL.2A CLASSE,SSP,6590.250,0.000,0.000,0.000,190.000,0.000,5237.290
5656,COMPLEMENTACAO APOSENTADORIA - BANESPA,ADM GERAL,5066.690,0.000,0.000,0.000,0.000,0.000,1413.210
5657,COMPLEM. DE APOSENTADORIA - CESP/CTEEP,ADM GERAL,5862.990,0.000,0.000,0.000,0.000,0.000,3727.110
5658,COMPLEM. APOSENT. - FEPASA,ADM GERAL,3827.610,0.000,0.000,0.000,0.000,0.000,938.290
5659,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2879.330,0.000,0.000,0.000,134.420,0.000,2152.020
5660,TECNICO DE ENFERMAGEM,HCFMRP,2305.790,0.000,0.000,0.000,0.000,0.000,2044.800
5661,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2415.880,0.000,0.000,0.000,60.240,0.000,1454.890
5662,PROFESSOR EDUCACAO BASICA II,SPPREV,6183.500,0.000,0.000,0.000,0.000,0.000,3507.990
5663,AGENTE DE APOIO AGROPECUARIO,SAA,3741.440,3117.850,0.000,0.000,617.320,0.000,5400.550
5664,PROFESSOR EDUCACAO BASICA I,EDUCACAO,1109.760,0.000,0.000,0.000,44.110,0.000,1009.610
5665,MEDICO I,SPPREV,2784.610,1342.810,0.000,0.000,0.000,0.000,3085.250
5666,MAJ   PM,SPPREV,17117.390,0.000,0.000,0.000,0.000,0.000,10267.650
5667,AGENTE FISCAL DE RENDAS,SPPREV,33883.620,0.000,10784.380,0.000,0.000,-12252.570,16493.860
5668,CABO P.M.,SPPREV,6591.010,0.000,0.000,0.000,0.000,0.000,4100.030
5669,AUX.APOIO PESQ.CIENT.TECNOL.,SPPREV,2756.940,0.000,0.000,0.000,0.000,0.000,2701.810
5670,PROFESSOR EDUCACAO BASICA II,SPPREV,3171.440,0.000,0.000,0.000,0.000,0.000,1863.980
5671,OFICIAL OPERACIONAL,SPPREV,1498.200,0.000,0.000,0.000,0.000,0.000,1424.730
5672,AGENTE FISCAL DE RENDAS,FAZENDA,17868.340,0.000,648.970,0.000,0.000,0.000,12697.670
5673,CABO  PM,PM,5312.100,0.000,0.000,0.000,701.960,0.000,5153.770
5674,1SGT  PM,SPPREV,6195.830,0.000,0.000,0.000,0.000,0.000,5337.040
5675,AG.SEG.PENITENC.CLASSE IV,SPPREV,4519.730,0.000,0.000,0.000,0.000,0.000,2755.730
5676,PROFESSOR EDUCACAO BASICA II,SPPREV,2375.940,0.000,0.000,0.000,0.000,0.000,2342.680
5677,CABO P.M.,SPPREV,5280.000,0.000,0.000,0.000,0.000,0.000,3652.540
5678,AGENTE DE SANEAMENTO AMBIENTAL,SABESP,3463.620,0.000,105.030,0.000,0.000,0.000,2530.520
5679,PROFESSOR EDUCACAO BASICA II,EDUCACAO,1889.310,121.180,242.370,0.000,190.890,0.000,1411.450
5680,PROFESSOR EDUCACAO BASICA II,EDUCACAO,3267.880,0.000,0.000,0.000,92.720,0.000,2095.810
5681,COMPLEMENTACAO APOSENTADORIA - BANESPA,ADM GERAL,2996.600,0.000,0.000,0.000,0.000,0.000,174.100
5682,PROFESSOR DE ENSINO MED E TEC,CEETEPS,5688.980,0.000,0.000,0.000,0.000,0.000,3282.490
5683,PROFESSOR EDUCACAO BASICA II,SPPREV,1151.300,0.000,0.000,0.000,0.000,0.000,676.970
5684,CAP   PM,PM,12805.450,0.000,0.000,0.000,426.190,0.000,5334.170
5685,OFICIAL OPERACIONAL,SPPREV,2433.780,0.000,0.000,0.000,0.000,0.000,1738.130
5686,PROFESSOR EDUCACAO BASICA II,EDUCACAO,5469.310,0.000,1241.080,0.000,0.000,0.000,4953.720
5687,PESQUISADOR II,IPT,12075.110,0.000,0.000,0.000,0.000,0.000,6570.200
5688,MEDICO I,SPPREV,3856.570,0.000,0.000,0.000,0.000,0.000,3667.720
5689,MEDICO I,SPPREV,1903.250,0.000,0.000,0.000,0.000,0.000,1379.000
5690,CABO P.M.,SPPREV,5082.750,0.000,0.000,0.000,0.000,0.000,3524.490
5691,2TEN  PM,SPPREV,11268.230,0.000,0.000,0.000,0.000,0.000,9081.440
5692,AGENTE FISCAL DE RENDAS,FAZENDA,18897.690,0.000,603.900,0.000,0.000,0.000,9103.540
5693,PENSAO JUDICIAL,ADM GERAL,46.850,0.000,0.000,0.000,0.000,0.000,46.850
5694,PROFESSOR EDUCACAO BASICA I,SPPREV,3075.490,0.000,0.000,0.000,0.000,0.000,3012.590
5695,COMPLEMENTACAO DE APOSENTADORIA-VASP,ADM GERAL,8110.280,0.000,0.000,0.000,0.000,0.000,3909.100
5696,COMPLEM. DE APOSENTADORIA - CESP/CTEEP,ADM GERAL,4764.190,0.000,0.000,0.000,0.000,0.000,2615.860
5697,AUXILIAR SERV. GERAIS,SPPREV,2186.520,0.000,0.000,0.000,0.000,0.000,1285.680
5698,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,3170.850,0.000,0.000,0.000,0.000,0.000,3124.150
5699,STEN  PM,SPPREV,7229.200,0.000,0.000,0.000,0.000,0.000,4149.500
5700,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,1930.910,0.000,0.000,0.000,0.000,0.000,1911.610
5701,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,1930.910,0.000,0.000,0.000,0.000,0.000,1928.890
5702,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2309.260,0.000,0.000,0.000,74.240,0.000,2034.900
5703,3SGT  PM,SPPREV,5624.580,0.000,0.000,0.000,0.000,0.000,4755.300
5704,ESCRIVAO POL.2A CLASSE,SSP,6590.250,3295.120,0.000,0.000,1087.380,0.000,7204.060
5705,ASSISTENTE AGROPECUARIO III,SAA,7084.800,0.000,0.000,0.000,0.000,0.000,5267.650
5706,1TEN  PM,SPPREV,11403.700,0.000,0.000,0.000,0.000,0.000,8202.460
5707,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,4798.850,0.000,0.000,0.000,0.000,0.000,4719.420
5708,AUXILIAR SERV. GERAIS,SPPREV,1531.800,0.000,0.000,0.000,0.000,0.000,1470.540
5709,CHEFE I,SPPREV,2516.350,0.000,0.000,0.000,0.000,0.000,1621.010
5710,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2560.800,0.000,0.000,0.000,73.220,0.000,1512.430
5711,AGENTE FISCAL DE RENDAS,SPPREV,45764.910,0.000,15017.350,0.000,0.000,-24133.860,22385.400
5712,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,1111.230,0.000,0.000,0.000,0.000,0.000,786.420
5713,STEN  PM,SPPREV,8349.240,0.000,0.000,0.000,0.000,0.000,6106.440
5714,ANALISTA ADMINISTRATIVO,SAUDE,4146.110,863.620,0.000,0.000,180.680,0.000,4609.830
5715,TEC SIST METROV ESP (MANUT),METRO,18324.450,0.000,0.000,0.000,0.000,0.000,8443.790
5716,ESCRIVAO POL.2A CLASSE,SSP,5052.090,2664.640,360.360,5052.090,174.630,0.000,11594.180
5717,PROFESSOR EDUCACAO BASICA II,EDUCACAO,1811.910,0.000,0.000,0.000,180.080,0.000,1615.310
5718,PROFESSOR EDUCACAO BASICA II,EDUCACAO,931.410,0.000,0.000,0.000,187.310,0.000,935.850
5719,PROFESSOR EDUCACAO BASICA II,SPPREV,6049.850,0.000,0.000,0.000,0.000,0.000,5838.320
5720,3SGT  PM,SPPREV,5427.330,0.000,0.000,0.000,0.000,0.000,4174.960
5721,STEN  PM,SPPREV,6951.160,0.000,0.000,0.000,0.000,0.000,4069.540
5722,PROFESSOR DE ENSINO MED E TEC,CEETEPS,13485.290,0.000,0.000,0.000,0.000,0.000,7949.170
5723,COMPLEM. APOSENT. - SABESP,SABESP,678.030,0.000,0.000,0.000,0.000,0.000,599.760
5724,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,4029.460,0.000,0.000,0.000,0.000,0.000,3940.320
5725,COMPLEM. APOSENT. - FEPASA,ADM GERAL,4366.800,0.000,0.000,0.000,0.000,0.000,2307.590
5726,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,4012.360,0.000,0.000,0.000,0.000,0.000,3997.030
5727,ENCARREGADO I,SPPREV,3631.420,0.000,0.000,0.000,0.000,0.000,3467.670
5728,3SGT  PM,SPPREV,3562.220,0.000,0.000,0.000,0.000,0.000,2143.420
5729,2TEN  PM,SPPREV,8095.200,0.000,0.000,0.000,0.000,0.000,6748.490
5730,2TEN  PM,SPPREV,8432.490,0.000,0.000,0.000,0.000,0.000,6828.930
5731,AGENTE TECNICO DE SAUDE,SPPREV,2106.120,0.000,0.000,0.000,0.000,0.000,1768.970
5732,TECNICO EM SISTEMAS DE SANEAME,SABESP,9944.120,0.000,140.040,0.000,0.000,0.000,5725.020
5733,DIRETOR DE SERVICO,CEETEPS,4091.840,0.000,0.000,0.000,0.000,0.000,3179.120
5734,DELEGADO POLICIA CL.ESPECIAL,SPPREV,18292.730,0.000,0.000,0.000,0.000,0.000,13189.350
5735,PROFESSOR EDUCACAO BASICA II,SPPREV,4039.660,0.000,0.000,0.000,0.000,0.000,3941.490
5736,CHEFE II,DAEE,4920.470,0.000,0.000,0.000,0.000,0.000,3682.540
5737,COMPLEMENTACAO APOSENTADORIA,DAEE,3499.480,0.000,0.000,0.000,0.000,0.000,0.000
5738,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,3338.380,0.000,0.000,0.000,0.000,0.000,3338.380
5739,PROFESSOR EDUCACAO BASICA II,SPPREV,3478.220,0.000,0.000,0.000,0.000,0.000,3439.500
5740,COMPLEM. DE APOSENTADORIA - CESP/CTEEP,ADM GERAL,4915.800,0.000,0.000,0.000,0.000,0.000,774.430
5741,PROFESSOR EDUCACAO BASICA II,SPPREV,3887.210,0.000,0.000,0.000,0.000,0.000,2531.970
5742,COMPLEMENTACAO DE APOSENTADORIA-VASP,ADM GERAL,8866.400,0.000,0.000,0.000,0.000,0.000,5228.050
5743,PROFESSOR EDUCACAO BASICA II,EDUCACAO,205.340,0.000,0.000,0.000,113.320,0.000,245.190
5744,DESENH.TECN.PERIC.2A CLASSE,SSP,5966.340,1988.770,0.000,0.000,240.000,0.000,6716.480
5745,TEC AMB I,CETESB,4735.760,0.000,0.000,0.000,0.000,0.000,3834.670
5746,AG SEG METROV I (SEGURANCA),METRO,6876.110,0.000,0.000,0.000,715.710,0.000,5111.800
5747,PROFESSOR EDUCACAO BASICA II,SPPREV,4241.650,0.000,0.000,0.000,0.000,0.000,4064.910
5748,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2987.300,0.000,0.000,0.000,20.980,0.000,2467.330
5749,3SGT  PM,SPPREV,5427.320,0.000,0.000,0.000,0.000,0.000,3695.600
5750,ENCARREGADO I,SPPREV,2316.660,0.000,0.000,0.000,0.000,0.000,2208.400
5751,AGENTE POLICIAL DE 2A CLASSE,SSP,4956.460,0.000,0.000,0.000,0.000,0.000,2431.290
5752,ANALISTA DE SUPORTE E GESTAO,CEETEPS,2644.950,0.000,0.000,0.000,0.000,0.000,2369.200
5753,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,2719.560,0.000,0.000,0.000,0.000,0.000,1631.740
5754,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,3429.060,0.000,0.000,0.000,0.000,0.000,2303.090
5755,OFICIAL OPERACIONAL,SAP,3623.880,1757.490,0.000,0.000,125.240,0.000,4226.580
5756,AG.SEG.PENITENC.CLASSE VII,SAP,6590.540,0.000,0.000,0.000,0.000,0.000,4799.670
5757,PROFESSOR EDUCACAO BASICA II,SPPREV,2014.820,0.000,0.000,0.000,0.000,0.000,1232.400
5758,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,1060.130,0.000,0.000,0.000,0.000,0.000,1060.130
5759,AGENTE FISCAL DE RENDAS,SPPREV,29035.930,0.000,10351.110,0.000,0.000,-7404.880,16411.570
5760,PERITO CRIMINAL DE 2A CLASSE,SSP,12851.340,0.000,0.000,0.000,1653.640,0.000,10102.620
5761,1SGT  PM,SPPREV,6239.050,0.000,0.000,0.000,0.000,0.000,5289.070
5762,1SGT  PM,SPPREV,7349.850,0.000,0.000,0.000,0.000,0.000,4857.580
5763,COMPLEM. DE APOSENTADORIA - CESP/CTEEP,ADM GERAL,5097.580,0.000,0.000,0.000,0.000,0.000,2084.480
5764,AUXILIAR SERV. GERAIS,SAUDE,2052.370,514.980,507.400,0.000,153.070,0.000,2734.660
5765,2TEN  PM,SPPREV,11737.730,0.000,0.000,0.000,0.000,0.000,5351.420
5766,AGENTE FISCAL DE RENDAS,SPPREV,33638.750,0.000,14669.990,0.000,0.000,-12007.700,23887.710
5767,PROFESSOR EDUCACAO BASICA I,SPPREV,4007.030,2003.520,0.000,0.000,0.000,0.000,5745.570
5768,COMPLEMENTACAO APOSENTADORIA - BANESPA,ADM GERAL,7872.960,0.000,0.000,0.000,0.000,0.000,4451.530
5769,PROFESSOR EDUCACAO BASICA I,SPPREV,7539.200,0.000,0.000,0.000,0.000,0.000,7388.420
5770,AUXILIAR SERV. GERAIS,SPPREV,2080.340,0.000,0.000,0.000,0.000,0.000,1415.150
5771,PROFESSOR EDUCACAO BASICA II,EDUCACAO,5224.610,2612.300,0.000,0.000,0.000,0.000,5361.260
5772,PROFESSOR DE ENSINO MED E TEC,CEETEPS,7815.340,0.000,0.000,0.000,0.000,0.000,5995.780
5773,ANALISTA REC HUMANOS,DERSA,8771.250,0.000,0.000,0.000,0.000,0.000,5961.760
5774,PROFESSOR EDUCACAO BASICA II,SPPREV,4416.810,0.000,0.000,0.000,0.000,0.000,4282.820
5775,COMPLEM. DE APOSENTADORIA - CESP/CTEEP,ADM GERAL,4584.000,0.000,0.000,0.000,0.000,0.000,1005.280
5776,PROFESSOR EDUCACAO BASICA II,SPPREV,3077.830,0.000,0.000,0.000,0.000,0.000,3044.930
5777,1TEN  PM,SPPREV,11403.700,5701.850,0.000,0.000,0.000,0.000,12585.240
5778,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,2268.730,0.000,0.000,0.000,0.000,0.000,2268.730
5779,COMPLEM. APOSENT. - FEPASA,ADM GERAL,2458.180,0.000,0.000,0.000,0.000,0.000,1106.470
5780,STEN  PM,SPPREV,6719.700,0.000,0.000,0.000,0.000,0.000,5544.270
5781,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,1410.990,0.000,0.000,0.000,0.000,0.000,1410.990
5782,CONTADOR CHEFE,SPPREV,3958.670,0.000,0.000,0.000,0.000,0.000,3833.300
5783,DIRETOR DE FAC. DE TECN. FATEC,CEETEPS,14988.830,0.000,0.000,0.000,0.000,0.000,9514.270
5784,3SGT  PM,SPPREV,5427.330,0.000,0.000,0.000,0.000,0.000,4065.750
5785,COMPLEM. DE APOSENTADORIA - CESP/CTEEP,ADM GERAL,6260.990,0.000,0.000,0.000,0.000,0.000,1933.270
5786,MEDICO I,SAUDE,7566.290,0.000,0.000,0.000,0.000,0.000,5670.020
5787,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,352.710,0.000,0.000,0.000,0.000,0.000,352.710
